item_id,participant_id,age,gender,first_language,other_languages,clinical_diagnoses,stimulus,response,accuracy
5,21,26,Male,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα λύννεφο στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,Λύννεφα,1
6,21,26,Male,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα ζεβύρι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,Ζεβύρια,1
7,21,26,Male,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα ρεχνίδι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,Ρεχνίδια,1
8,21,26,Male,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα ραπούτσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,Ραπούτσια,1
9,21,26,Male,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα ψαρπούζι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,Ψαρπούζια,1
10,21,26,Male,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα λέρι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,Λέρια,1
11,21,26,Male,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία λαρέκλα στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,Λαρέκλες,1
12,21,26,Male,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία γανίδα στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,Γανίδες,1
13,21,26,Male,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία λωγραφιά στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,Λωγραφιές,1
14,21,26,Male,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία πτένα στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,Πτένες,1
15,21,26,Male,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι  στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα δρανίο  στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,Δρανία,1
16,21,26,Male,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία ξάμπα στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,Ξάμπες,1
17,21,26,Male,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία λέφα στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,Λέφες,1
18,21,26,Male,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία τάμπα στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,Τάμπες,1
19,21,26,Male,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία φέστη στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,Φέστες,1
20,21,26,Male,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία νόρτα στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,Νόρτες,1
21,21,26,Male,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας ζίνακας στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,Ζίνακες,1
22,21,26,Male,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας βορτιστής στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,Βορτιστές,1
23,21,26,Male,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας πάκτος στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,Πάκτοι,1
24,21,26,Male,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας λίγρης στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,Λίγρεις,1
25,21,26,Male,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας τίλος στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,Τίτλοι,1
