experiment,participant_id,age,trial_order,stimulus,response
1word,687341,38.0,45,"John deceived Mary and Lucy was deceived by Mary. In this context, did Mary deceive Lucy? (Answer using just one word)",yes
1word,687341,38.0,46,"John loved Mary and Lucy was hugged by Mary. Mary was kissed by Lucy. In this context, was Lucy kissed? (Answer using just one word)",no
1word,687341,38.0,47,"Alice calls Flavia and Flavia is called by Molly. Molly is kissed by Alice. In this context, was Molly kissed? (Answer using just one word)",yes
1word,687341,38.0,48,"Bob kissed Donna and Barbara kissed Peter. Donna was hugged by Alice. In this context, was Alice hugged? (Answer using just one word)",no
1word,687341,38.0,49,"John loved Mary and Lucy was hugged by Mary. Mary was kissed by Lucy. In this context, was Lucy kissed? (Answer using just one word)",no
1word,687341,38.0,50,"Lucy chased Molly and Alice was kissed by Mary. Mary kissed Sarah. In this context, was Mary kissed? (Answer using just one word)",no
1word,687341,38.0,51,"Francesco wrote to Nuria and John wrote to Irene. Mary was paid by Francesco. In this context, was Francesco paid? (Answer using just one word)",no
1word,687341,38.0,52,"The door is red. In this context, is the door red? (Answer using just one word)",yes
1word,687341,38.0,53,"Sarah was seen by Molly and Jack and Judith was seen by Sarah. In this context, did Jack see anyone? (Answer using just one word)",yes
1word,687341,38.0,54,"Matt punched John and John punched himself too. Molly was kissed by John. In this context, was John kissed? (Answer using just one word)",no
1word,687341,38.0,55,"John and Manuel were kissed by Franck. Alice was kissed by Franck and Peter. In this context, was Franck kissed? (Answer using just one word)",no
1word,687341,38.0,56,"Franck chased Paul and Paul chased Bill. Bill was called by Paul. In this context, was Paul chased? (Answer using just one word)",yes
1word,687341,38.0,57,"The door is red. In this context, is the door red? (Answer using just one word)",yes
1word,687341,38.0,58,"Sarah was seen by Molly and Jack and Judith was seen by Sarah. In this context, did Jack see anyone? (Answer using just one word)",yes
1word,687341,38.0,59,"Franck chased Paul and Paul chased Bill. Bill was called by Paul. In this context, was Paul chased? (Answer using just one word)",yes
1word,687341,38.0,60,"Franck chased Paul and Paul chased Bill. Bill was called by Paul. In this context, was Paul chased? (Answer using just one word)",yes
1word,687341,38.0,61,"Bob kissed Donna and Barbara kissed Peter. Donna was hugged by Alice. In this context, was Alice hugged? (Answer using just one word)",no
1word,687341,38.0,62,"Lucy chased Molly and Alice was kissed by Mary. Mary kissed Sarah. In this context, was Mary kissed? (Answer using just one word)",no
1word,687341,38.0,63,"Mary complimented John and Bill was complimented by John. In this context, did John compliment anyone? (Answer using just one word)",yes
1word,687341,38.0,64,"John laughed at Matt and then laughed at Alice too. Mary was kissed by Nuria. In this context, was Nuria kissed? (Answer using just one word)",no
1word,687341,38.0,65,"Paul was called by Lucy and Steve and Anthony was called by Franck. In this context, did Steve call anyone? (Answer using just one word)",yes
1word,687341,38.0,66,"The door is red. In this context, is the door red? (Answer using just one word)",yes
1word,687983,45.0,1,"Pascual and John chased Luis and Luis was chased by Francesco and Bill. In this context, was Pascual chased? (Answer using just one word)",no
1word,687983,45.0,2,"John saw Lucy and Alice was seen by Lucy. Alice saw John. In this context, did Lucy see anyone? (Answer using just one word)",no
1word,687983,45.0,3,"John saw Lucy and Alice was seen by Lucy. Lucy saw John. In this context, was Lucy seen? (Answer using just one word)",yes
1word,687983,45.0,4,"Luis leaves Roy and Laura is left by Roy. Roy is kissed by Laura. In this context, was Laura kissed? (Answer using just one word)",no
1word,687983,45.0,5,"Mary was kissed by Molly and Franck. In this context, was Molly kissed? (Answer using just one word)",no
1word,687983,45.0,6,"Bill and Alice helped Mary and Mary was helped by Luis and Samuel. In this context, was Samuel helped? (Answer using just one word)",no
1word,687983,45.0,7,"Bill directed John and Bob was directed by John. John was directed by Bill. In this context, did John direct anyone? (Answer using just one word)",yes
1word,687983,45.0,8,"The door is green. In this context, is the door blue? (Answer using just one word)",no
1word,687983,45.0,9,"Luis leaves Roy and Laura is left by Roy. Roy is kissed by Laura. In this context, was Laura kissed? (Answer using just one word)",no
1word,687983,45.0,10,"The door is red. In this context, is the door red? (Answer using just one word)",yes
1word,687983,45.0,11,"Andrew and Molly were laughed at by Lucy. Smith was laughed at by Samuel and Andrew was laughed at by Molly. In this context, was Andrew laughed at? (Answer using just one word)",yes
1word,687983,45.0,12,"John saw Lucy and Alice was seen by Lucy. Lucy saw John. In this context, was Lucy seen? (Answer using just one word)",no
1word,687983,45.0,13,"Walter emailed Kora and Lucy was emailed by Kora. Kora was emailed by Lucy. In this context, did Kora email anyone? (Answer using just one word)",yes
1word,687983,45.0,14,"Cleo kissed Alice and Alice was kissed by Mary. Cleo and Alice were kissed by Mary. In this context, was Mary kissed? (Answer using just one word)",no
1word,687983,45.0,15,"John and Samantha called Mary and Luis was called by Lucy and Mary. In this context, was Lucy called by anyone? (Answer using just one word)",no
1word,687983,45.0,16,"John and Samantha called Mary and Luis was called by Lucy and Mary. In this context, was Lucy called by anyone? (Answer using just one word)",no
1word,687983,45.0,17,"Luis leaves Roy and Laura is left by Roy. Roy is kissed by Laura. In this context, was Laura kissed? (Answer using just one word)",no
1word,687983,45.0,18,"Bill directed John and Bob was directed by John. John was directed by Bill. In this context, did John direct anyone? (Answer using just one word)",yes
1word,687983,45.0,19,"Pascual and John chased Luis and Luis was chased by Francesco and Bill. In this context, was Pascual chased? (Answer using just one word)",no
1word,687983,45.0,20,"Jessica and Mary were cared for by Alice. Jessica was cared for by Samuel and Andrew was cared for by Mary. In this context, was Mary cared for? (Answer using just one word)",yes
1word,687983,45.0,21,"Elena scolded Molly and Sarah was scolded by Molly. In this context, did Molly scold anyone? (Answer using just one word)",yes
1word,687983,45.0,22,"The door is red. In this context, is the door red? (Answer using just one word)",yes
1word,687983,45.0,23,"Flavia and Jack avoided Mary and Franck was avoided by Lucy and Flavia. In this context, did Franck avoid anyone? (Answer using just one word)",no
1word,687983,45.0,24,"Pascual and John chased Luis and Luis was chased by Francesco and Bill. In this context, was Pascual chased? (Answer using just one word)",no
1word,687983,45.0,25,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, was Jack trained? (Answer using just one word)",no
1word,687983,45.0,26,"John saw Lucy and Alice was seen by Lucy. Alice saw John. In this context, did Lucy see anyone? (Answer using just one word)",yes
1word,687983,45.0,27,"Flavia and Jack avoided Mary and Franck was avoided by Lucy and Flavia. In this context, did Franck avoid anyone? (Answer using just one word)",no
1word,687983,45.0,28,"Cleo kissed Alice and Alice was kissed by Mary. Cleo and Alice were kissed by Mary. In this context, was Mary kissed? (Answer using just one word)",no
1word,687983,45.0,29,"Paul was helped by Mary and Steve and Anthony was helped by Franck. In this context, did Steve help anyone? (Answer using just one word)",no
1word,687983,45.0,30,"Paul was helped by Mary and Steve and Anthony was helped by Franck. In this context, did Steve help anyone? (Answer using just one word)",no
1word,687983,45.0,31,"Anne was hugged by Emilio and Jack and Walter was hugged by Franck. In this context, did Emilio hug anyone? (Answer using just one word)",no
1word,687983,45.0,32,"Molly saw Mary hugging John and Molly was hugged by Mary. In this context, did Molly hug John? (Answer using just one word)",no
1word,687983,45.0,33,"Elena scolded Molly and Sarah was scolded by Molly. In this context, did Molly scold anyone? (Answer using just one word)",yes
1word,687983,45.0,34,"John saw Lucy and Alice was seen by Lucy. Lucy saw John. In this context, was Lucy seen? (Answer using just one word)",yes
1word,687983,45.0,35,"John and Samantha called Mary and Luis was called by Lucy and Mary. In this context, was Lucy called by anyone? (Answer using just one word)",no
1word,687983,45.0,36,"Andrew and Molly were laughed at by Lucy. Smith was laughed at by Samuel and Andrew was laughed at by Molly. In this context, was Andrew laughed at? (Answer using just one word)",yes
1word,687983,45.0,37,"Walter emailed Kora and Lucy was emailed by Kora. Kora was emailed by Lucy. In this context, did Kora email anyone? (Answer using just one word)",yes
1word,687983,45.0,38,"Mary was kissed by Molly and Franck. In this context, was Molly kissed? (Answer using just one word)",no
1word,687983,45.0,39,"John discussed with Ricky and Ricky called Bill. Bill was called by John. In this context, did Bill call Ricky? (Answer using just one word)",no
1word,687983,45.0,40,"Molly saw Mary hugging John and Molly was hugged by Mary. In this context, did Molly hug John? (Answer using just one word)",no
1word,687983,45.0,41,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, was Jack trained? (Answer using just one word)",no
1word,687983,45.0,42,"Cleo kissed Alice and Alice was kissed by Mary. Cleo and Alice were kissed by Mary. In this context, was Mary kissed? (Answer using just one word)",no
1word,687983,45.0,43,"Bill and Alice helped Mary and Mary was helped by Luis and Samuel. In this context, was Samuel helped? (Answer using just one word)",no
1word,687983,45.0,44,"Flavia and Jack avoided Mary and Franck was avoided by Lucy and Flavia. In this context, did Franck avoid anyone? (Answer using just one word)",no
1word,687983,45.0,45,"Jessica and Mary were cared for by Alice. Jessica was cared for by Samuel and Andrew was cared for by Mary. In this context, was Mary cared for? (Answer using just one word)",yes
1word,687983,45.0,46,"The door is red. In this context, is the door red? (Answer using just one word)",yes
1word,687983,45.0,47,"Paul was helped by Mary and Steve and Anthony was helped by Franck. In this context, did Steve help anyone? (Answer using just one word)",no
1word,687983,45.0,48,"Anne was hugged by Emilio and Jack and Walter was hugged by Franck. In this context, did Emilio hug anyone? (Answer using just one word)",no
1word,687983,45.0,49,"Jessica and Mary were cooked for by Alice. Jessica was cooked for by Samuel and Andrew was cooked for by Mary. In this context, was Mary cooked for? (Answer using just one word)",yes
1word,687983,45.0,50,"Bill directed John and Bob was directed by John. John was directed by Bill. In this context, did John direct anyone? (Answer using just one word)",yes
